,lead_time,lead_time,total_bubbles,sec_per_bubble,sec_per_bubble,bubbles_per_min,bubbles_per_min
,mean,median,mean,mean,median,mean,median
mode,,,,,,,
manual_only,179.18428571428572,170.69,16.533333333333335,16.798390733490113,12.295874999999999,5.213133416004039,4.882000190348352
preannotations_only,66.3981,49.2945,16.066666666666666,11.902135914918414,9.153931818181817,23.03238115351029,6.589817697062566
preannotations_plus_sam2,27.9081,22.575,16.333333333333332,3.326631226551226,3.2237777777777774,38.14356075134218,18.66225255073512
