ImageIdx,Precision,Recall,F1,Dice,IoU
0,0.9855514055435424,0.9691668277595206,0.9772904483430799,0.9772904482954536,0.9555894404883647
1,0.9972200546234881,0.9169058295964125,0.9553780020558826,0.9553780020335628,0.9145681441644868
2,1.0,0.8963122692884032,0.9453213838296232,0.9453213838114036,0.8963122692556444
3,0.9517508624356127,0.993782690220073,0.9723127428971444,0.9723127428736739,0.9461173485720807
4,0.9699140401146131,0.9745681381957774,0.9722355193872666,0.9722355193540233,0.9459711224335636
5,0.9879665597027529,0.9892195823116597,0.9885926739617221,0.9885926739408384,0.9774426667372303
6,0.9995193778127321,0.8596768132281097,0.9243388488191203,0.9243388488004457,0.8593215881875466
7,0.9985045131656252,0.8929594956056554,0.9427872614034646,0.9427872613796922,0.8917668383470823
8,0.9875440658049354,0.983338013666573,0.9854365516756174,0.9854365516525073,0.9712912023960385
9,0.9762292725007189,0.9672823970748848,0.9717352415026833,0.9717352414795054,0.9450243562540003
10,0.9982926995834187,0.9197181326286649,0.9573959459016931,0.957395945870341,0.9182737608569461
11,0.9948398364625094,0.9611520171805492,0.9777058261327508,0.9777058261136806,0.9563840341541485
12,0.99818549703022,0.9326145552560647,0.9642866150470377,0.9642866150409576,0.9310361621705707
13,1.0,0.8908160892815624,0.9422556686832916,0.9422556686601187,0.8908160892401388
14,0.9998195163036939,0.9168091796767254,0.9565167342945121,0.9565167342669856,0.9166574737497707
15,0.9973306071448855,0.9240646213755723,0.9593007375034144,0.9593007374772111,0.9217847768544994
16,0.9977174634794157,0.9273646042277426,0.9612554978008796,0.9612554977816622,0.9254012856181761
17,0.9719785255990572,0.9818783068783069,0.9769033361847733,0.976903336152632,0.9548494982663461
18,0.999560108087727,0.8731404731843883,0.9320832112510987,0.9320832112237889,0.872805092138235
19,0.9975358902935505,0.9140080494748208,0.9539470314020798,0.953947031353212,0.9119490694503477
20,0.9976224845036936,0.9335717123559794,0.9645349314506199,0.964534931411028,0.9314992467349956
21,0.9972497790000983,0.9091560331318558,0.9511675293346137,0.9511675293123365,0.9068822294266945
22,0.9941006289308176,0.9530304126570678,0.9731323802839447,0.9731323802779535,0.9476707236531248
23,0.9846439559830363,0.9289244528124264,0.9559729809736538,0.9559729809607905,0.915659234413825
24,0.9974886695834723,0.9410294852573713,0.9684368928340127,0.9684368928247892,0.9388052811201403
25,0.9969351760828081,0.9284791038345541,0.9614901982655252,0.9614901982387136,0.9258364211951111
26,0.9973241812576348,0.9553660982948846,0.9758943563764693,0.9758943563486953,0.9529235215121763
27,0.9868746685522362,0.9823596691888087,0.9846119929453263,0.9846119929236197,0.969690390335243
28,0.9924857028860221,0.9442019358512052,0.967741935483871,0.9677419354524966,0.9374999999411118
29,0.9843289861169542,0.9704982630787578,0.9773646972821972,0.9773646972566805,0.955731427063787
30,0.9901556107539451,0.9736879916663673,0.9818527574028797,0.9818527573939886,0.9643524200692966
31,0.983045391136388,0.9387713275605882,0.9603983750491416,0.9603983750239706,0.9238138455642709
32,0.9885380005707219,0.9597358821628111,0.9739240447016376,0.97392404467882,0.9491734404535038
33,0.9998587670362262,0.9005851672815164,0.9476290867717432,0.9476290867400318,0.9004706181060499
34,0.9876057839674819,0.9749375082226023,0.9812307590453176,0.9812307590128362,0.9631531062540192
35,0.9971796140524493,0.9502546208977745,0.9731517697619393,0.9731517697384434,0.9477075005432538
36,0.9996587613035318,0.9343007494817414,0.9658753709198813,0.9658753708933433,0.9340028693908282
37,0.9994932090006081,0.9344705046197583,0.9658887773342801,0.9658887773106278,0.9340279421769345
38,0.9995332842053549,0.916340134216097,0.9561304572583298,0.9561304572470967,0.9159482273288475
39,0.9912758996728462,0.944365525283579,0.9672522747508089,0.9672522747403066,0.9365813654995777
40,1.0,0.906043228936921,0.9507058551261283,0.9507058550946967,0.9060432288798258
41,0.9794655138534093,0.9678640776699029,0.973630237327864,0.9736302372803188,0.9486154723619169
42,0.997662591995957,0.938842238240321,0.9673590958860057,0.9673590958785989,0.9367816944087202
43,0.9904731320916292,0.9758489770090698,0.9831066723331917,0.9831066723070785,0.9667746316494215
44,0.9986917110550416,0.9160809189096519,0.9556042383869093,0.9556042383655473,0.9149828766731599
45,0.9993433203365484,0.9009139009139009,0.9475793897882939,0.9475793897698557,0.9003808748696379
46,0.9949634543332719,0.909340967778152,0.9502273060566065,0.9502273060287365,0.905174340584199
47,0.9968813850951715,0.9602734759413685,0.9782350613375544,0.9782350613117469,0.9573973663332095
48,0.9852765204724,0.9733257953435781,0.9792646982780909,0.9792646982527725,0.9593718337913185
49,0.9925733748109531,0.9487459746609312,0.9701649490731004,0.9701649490672706,0.9420585832542647
50,0.9835870012340601,0.9624456609241668,0.9729014932660618,0.9729014932462688,0.9472328962109403
51,0.9845526798451192,0.9626589088590444,0.9734827113726122,0.9734827113529967,0.9483354270984479
52,0.9601458031255035,0.9620056497175141,0.9610748266408644,0.9610748266311777,0.9250664545116307
53,0.9930345948456002,0.8710350796802607,0.9280425289538636,0.9280425289286923,0.8657456606008934
54,0.9829088979839321,0.9773900591626785,0.9801417099669344,0.9801417099484149,0.9610567659344502
55,1.0,0.8893109633850375,0.9414130131248255,0.9414130131072994,0.8893109633537578
56,0.9787167538076835,0.9656013456686291,0.9721148147102819,0.9721148146965636,0.9457426068550553
57,0.9969160278438629,0.9005093919134034,0.9462635386609793,0.9462635386411938,0.8980077783594727
58,0.9906363201421639,0.9783327708403645,0.9844461047340896,0.9844461047006573,0.9693686462701064
59,0.9990713587487781,0.8880441393691894,0.9402916417498505,0.9402916417282237,0.8873117158967178
60,0.9925138493786495,0.9483547925608011,0.9699319628356134,0.9699319628001342,0.9416193181149418
61,0.99580212916009,0.9539005951423516,0.9744011041372285,0.9744011041212185,0.9500801025007984
62,1.0,0.9249054152176406,0.9609879092298834,0.9609879092108045,0.9249054151822943
63,0.9703060913189383,0.9860828826346067,0.9781308730565522,0.9781308730398406,0.9571977929791942
64,0.9976272526975877,0.9561427256483838,0.9764445673209843,0.9764445672939882,0.9539733131136096
65,0.98137726389031,0.969277412834765,0.9752898108602807,0.9752898108354868,0.9517713604767405
66,0.9981654181317842,0.8885007938308006,0.9401459153307095,0.9401459153081466,0.8870522167978329
67,0.9951758902921568,0.9543115546546078,0.9743154319677351,0.974315431941883,0.9499172184938991
68,0.9998857665067398,0.8804949200281662,0.936400106980476,0.936400106955432,0.880406356825568
69,0.9810442994028608,0.9733397630201157,0.9771768448717062,0.9771768448548106,0.9553722360891415
70,0.9991508461211864,0.8773901464713715,0.9343202314105836,0.9343202313840872,0.8767363882656481
71,0.9999301505256173,0.9137067177277804,0.9548759338313767,0.9548759338154537,0.9136484028173198
72,1.0,0.8794330412280186,0.9358492927775691,0.9358492927482835,0.8794330411762964
73,0.9993207905997419,0.9304958259549709,0.9636810217782872,0.9636810217467273,0.9299077233643087
74,1.0,0.9233008295735701,0.9601210745365115,0.9601210745001846,0.9233008295063818
75,0.9953922229714542,0.93236486130849,0.9628482130724283,0.9628482130462604,0.9283580524643175
76,0.9959474346868115,0.9078291432055374,0.9498489652713935,0.9498489652535723,0.9044879582325274
77,0.9950507114602276,0.9273197407271521,0.9599920418166362,0.9599920418079547,0.9230622075977276
78,0.9998763676825122,0.9284771253085357,0.962854931841181,0.9628549318125229,0.9283705446290322
79,0.9964515142245335,0.9381912442396313,0.9664441477525589,0.9664441477238853,0.9350671718374631
80,0.9887206707280294,0.9378647442499142,0.9626214875062395,0.9626214874779745,0.9279365977397148
81,0.9953301336100662,0.9593648412103025,0.9770166167950596,0.9770166167639582,0.9550659695696374
82,0.9926710563985113,0.9488288091068301,0.9702549178722333,0.9702549178450833,0.9422282608183571
83,0.9971826317533974,0.9550793650793651,0.9756769904329495,0.9756769904065813,0.9525091023717741
84,0.9987721901058986,0.9199849205975213,0.957760989010989,0.9577609889874961,0.9189456342236316
85,0.9879868722521519,0.9651563728752042,0.976438188494492,0.9764381884646133,0.9539611359668783
86,0.9695402966577592,0.9674234373490485,0.9684807102720582,0.9684807102626917,0.9388876387462705
87,0.972001097996157,0.9509103603845535,0.9613400662431449,0.9613400662170457,0.9255580531692426
88,0.9881872080488682,0.9532495667244367,0.9704040225829217,0.9704040225615207,0.9425095317250349
89,0.9958197220530425,0.9293631313783749,0.9614443984123378,0.961444398399489,0.9257514926671363
90,0.9983831082366369,0.8555360854150535,0.921456317071565,0.9214563170513429,0.8543523378971085
91,0.9999567642353755,0.9280898876404494,0.9626839268246998,0.9626839268046643,0.9280526463252657
92,0.9848130393096836,0.9794789640309722,0.9821387592748413,0.9821387592560594,0.9649043700084581
93,0.9958387516254876,0.921540312876053,0.95725,0.9572499999800573,0.9180052744778229
94,0.9897388059701493,0.9312122874382885,0.9595839692499011,0.9595839691956597,0.9223079429618267
95,0.9734405740076381,0.9185868734301628,0.9452185638835824,0.9452185638570284,0.8961274169873686
96,0.9979940777533671,0.9335656525041326,0.9647053392119296,0.9647053391896607,0.9318171682973548
97,0.9680426376841885,0.9619106957424715,0.9649669253606958,0.9649669253506437,0.9323054006535497
98,0.9999451062194653,0.8765277644115099,0.9341777994307546,0.9341777994068008,0.876485589141294
99,0.9996051722436087,0.8854594736381919,0.9390764094955489,0.9390764094737788,0.8851498994456276
100,0.9942695599022005,0.9702505219206681,0.9821132075471698,0.9821132075286394,0.9648550455636963
101,0.9895072002315652,0.9505294621961675,0.9696267757108753,0.9696267756994159,0.9410442282771828
102,0.971196561472336,0.9854815812197228,0.9782869263905738,0.9782869263834671,0.9574967294101944
103,0.9762569037180436,0.9697415304564222,0.9729883100669617,0.9729883100393545,0.9473975024341144
104,0.9989755357947794,0.9136838949064877,0.9544280009396289,0.9544280009209454,0.912828577813494
105,0.979126191659513,0.8736545051400927,0.9233882994588606,0.9233882994391881,0.8576799778027593
106,1.0,0.9007108395900539,0.9477620907179333,0.9477620907036984,0.9007108395643406
107,0.9898168164751394,0.9709805234667113,0.9803081950587373,0.9803081950311207,0.9613769476759102
108,0.9970206736184283,0.9779401282965074,0.9873882302142741,0.9873882301965099,0.9750906118621601
109,0.9751439177920052,0.9512937595129376,0.9630712008501594,0.963071200824573,0.9287727388711876
110,0.9988104678826328,0.8844027034143772,0.93813137191006,0.9381313718882237,0.883472161294017
111,0.9883280925225177,0.9543021819678881,0.9710171488414714,0.9710171488160487,0.9436669889092837
112,0.9989452647940491,0.867354316286692,0.9285106163411677,0.9285106163172129,0.8665607242190811
113,0.9803816974869607,0.9282267115600449,0.953591606133979,0.9535916061202354,0.911299652886582
114,0.9983630629980019,0.9347502704652001,0.9655100164127158,0.9655100164014772,0.9333198307468422
115,0.9893245636225652,0.9519497590185483,0.9702773780578574,0.9702773780337846,0.9422706244727125
116,0.9980149324484475,0.936474840144565,0.9662660279395313,0.9662660279256725,0.9347337458463597
117,0.9793212767490453,0.942808587382513,0.9607181353925536,0.960718135375577,0.9244057537006697
118,0.9570222792209729,0.9825012630321959,0.9695944159483898,0.9695944159410653,0.9409832700262316
119,0.9987648390859809,0.9538632937938266,0.97579780101904,0.9757978009863302,0.9527394121258925
120,0.9992300659256051,0.852352023643379,0.9199654431473319,0.9199654431269529,0.8517925998502013
121,0.989238320305399,0.9398618307426597,0.9639181649101054,0.9639181648930313,0.930349449465556
122,0.9956383273331487,0.905832703451751,0.9486147757255937,0.9486147756943069,0.9022523369783392
123,0.9934587397429943,0.9407689770186564,0.9663962047478304,0.9663962047296373,0.9349774150905225
